Attendance (%),CGPA,Semester GPA (Target),Backlogs,Study Hours/Day,Sleep Hours/Day,Stress Level,Club Hours/Week,Average Midterm Score,Weighted Midterm Score,Average Grade,Grade Std Dev,Club Membership,Leadership Role
1.6138435210454323,0.48598524028417256,0.5213907692445922,0.2402974567212573,-0.7863041997971468,0.7777193400503803,-0.9961329364054705,-0.9190917668364598,-0.7607893309874155,-0.49829491101753937,0.36868082897227816,-0.5236027174258409,-1.0311086469952844,-0.5985267708431756
-0.8906110999530998,-0.6524828408116515,-0.49043180896951405,0.2402974567212573,-0.4368518449037342,1.3349433844189686,-0.9961329364054705,1.2021312244442064,-1.151146229837185,-1.1858300346284991,-0.3979277446048452,0.7495782191160213,0.9698299038748855,-0.5985267708431756
0.8169715961822629,0.5182060350321678,0.19535904959782366,0.2402974567212573,0.8444734563721132,-1.7297888596082764,-0.9961329364054705,1.3459429526666242,-0.4029621737084601,-0.28557387732961037,0.6242170201646526,-0.35811242964937245,0.9698299038748855,1.6707690427802393
-0.7767722535440756,0.4430241806201792,0.49890582306205494,-0.9949665778297839,0.262052864883092,-1.7297888596082764,-0.9961329364054705,0.19544912688728003,-0.7607893309874155,-0.5062174821046136,0.5603329723665592,0.2743489244445668,0.9698299038748855,1.6707690427802393
-1.2321276391801723,0.7974529228481233,0.8811499081651634,0.2402974567212573,1.3104099295633296,-0.7546467819632434,1.2856318427623934,0.6628372436101387,0.5404003318451502,0.9076013400704506,0.5603329723665592,0.41990626749865406,0.9698299038748855,1.6707690427802393
-0.3214168679079789,1.1196608703280742,0.8249375427088234,0.2402974567212573,1.077441692967722,1.3349433844189686,0.14474945317846147,0.48307258333211606,0.8982274891241063,1.2303740884951853,0.6242170201646526,0.43245574444668683,0.9698299038748855,-0.5985267708431756
1.500004674636408,-0.27657356875170924,-0.37800707805683603,0.2402974567212573,0.02908462828748324,0.7777193400503803,1.2856318427623934,-0.9190917668364598,0.11751369142456612,-0.06068089351699565,0.11314463777990369,-0.47199912243614267,-1.0311086469952844,-0.5985267708431756
-1.004449946362124,-1.2324571462755616,-1.0750404097154425,0.2402974567212573,-0.5533359632015381,0.6384133289582308,0.14474945317846147,-0.9190917668364598,1.4512330958279465,0.6876419573438757,-0.9728841747876874,1.3508575419262228,-1.0311086469952844,-0.5985267708431756
0.3616162105461662,0.11007596822423023,0.4539359306969845,0.2402974567212573,-1.019272436392755,0.0811892845896414,0.14474945317846147,-0.9190917668364598,-1.2162057129788137,-0.9506016967159294,0.24091273337609143,-0.702346392300844,-1.0311086469952844,-0.5985267708431756
-0.8906110999530998,0.3034007367122009,-0.1419151431402114,0.2402974567212573,-0.6698200814993425,1.3349433844189686,1.2856318427623934,-0.16408019366876508,0.18257317456619476,0.10032735798439792,-0.014623457816283018,0.43772793714679165,0.9698299038748855,-0.5985267708431756
-1.004449946362124,0.6793100087721423,0.2515714150541637,-0.9949665778297839,-0.4368518449037342,0.7777193400503803,-0.9961329364054705,-0.9190917668364598,0.6379895565575929,0.6949883414427994,0.6242170201646526,0.4086441164887694,-1.0311086469952844,-0.5985267708431756
0.13393851772811785,0.9048555720081082,1.2521515201770022,-0.9949665778297839,-0.0873994900103206,-0.7546467819632434,1.2856318427623934,1.5976134770558559,0.2151029161370088,0.7541915544752954,0.7519851157608393,-1.2993967184215003,0.9698299038748855,1.6707690427802393
-1.004449946362124,-0.02954747568374801,-0.6365839591559959,-0.9949665778297839,-1.6016930278817763,-0.8939527930553917,-0.9961329364054705,-0.9190917668364598,0.37775162399107953,0.042780682542836304,0.4325648767703715,0.5552047341897149,-1.0311086469952844,-0.5985267708431756
-1.1182887927711482,-0.02954747568374801,-0.06321783150133718,0.2402974567212573,1.6598622844567432,0.0811892845896414,-0.9961329364054705,-0.9190917668364598,-0.17525398271276071,-0.1831206284990436,-0.2062756012105641,0.2578329788084321,-1.0311086469952844,-0.5985267708431756
1.2723269818183596,0.7974529228481233,1.2184241009031975,0.2402974567212573,-0.6698200814993425,-0.47603475977894805,1.2856318427623934,-0.9190917668364598,-0.663200106274973,-0.15351902198279535,0.7519851157608393,-0.5132119836942556,-1.0311086469952844,-0.5985267708431756
1.2723269818183596,-0.02954747568374801,-0.05197535841006758,0.2402974567212573,0.7279893380743084,1.3349433844189686,0.14474945317846147,1.669519341167065,-0.1427242411419467,-0.14952172475249892,0.36868082897227816,-0.6187730017057269,0.9698299038748855,-0.5985267708431756
-0.2075780214989547,-0.7491452250556364,-0.8839183671638892,1.4755614912722985,-1.019272436392755,1.1956373733268215,-0.9961329364054705,-0.9190917668364598,1.2560546464030613,0.6386660633510569,-0.46181179240293857,0.9132399342427053,-1.0311086469952844,-0.5985267708431756
1.6138435210454323,1.323725903732042,1.713092916918982,-0.9949665778297839,0.9609575746699172,0.9170253511425274,0.14474945317846147,-0.9190917668364598,-0.37043243213764604,0.33732026854818026,1.3269415459436815,-1.702570986365471,-1.0311086469952844,-0.5985267708431756
-0.43525571431700305,-1.3506000603515427,-1.8844984722867266,0.2402974567212573,0.1455687465852871,-0.33672874868680097,1.2856318427623934,-0.9190917668364598,1.776530511536088,0.4573112088305878,-1.6756087005667164,1.6297097823368323,-1.0311086469952844,-0.5985267708431756
2.183037753090553,1.1411414001600704,0.8699074350738938,0.2402974567212573,-0.6698200814993425,0.9170253511425274,1.2856318427623934,-0.16408019366876508,0.2476326577078228,0.614718291656038,0.9436372591551214,-0.5471130639270472,0.9698299038748855,-0.5985267708431756
-0.3214168679079789,-0.7706257548876326,-0.209369981687818,0.2402974567212573,-0.9027883180949506,0.49910731786608376,0.14474945317846147,-0.9190917668364598,-0.663200106274973,-0.6703227386673167,-0.46181179240293857,0.8920028731878248,-1.0311086469952844,-0.5985267708431756
2.069198906681529,0.26043967704820753,0.5551181885183949,1.4755614912722985,1.1939258112655258,-0.47603475977894805,-0.9961329364054705,0.7706960397769522,0.34522188242026547,0.5653462691088657,0.688101067962746,0.3234749031740198,0.9698299038748855,1.6707690427802393
0.3616162105461662,0.6793100087721423,1.0722719507167167,-0.9949665778297839,0.9609575746699172,-1.451176837423981,1.2856318427623934,1.2380841564998109,-0.6957298478457875,-0.2390107663496719,0.879753211357026,-1.4892101318036295,0.9698299038748855,-0.5985267708431756
-0.2075780214989547,-0.8887686689636146,-1.4123146024534774,2.0931935085478193,-0.4368518449037342,0.2204952956817897,-0.9961329364054705,-0.9190917668364598,-0.6306703647041588,-1.0811080495320888,-0.46181179240293857,1.4715870212104685,-1.0311086469952844,-0.5985267708431756
0.13393851772811785,0.5182060350321678,0.16163163032402086,0.2402974567212573,-1.3687247912861682,0.35980130677393674,0.14474945317846147,-0.9190917668364598,1.3211141295446893,1.2740562645343687,0.7519851157608393,-0.4822505319751426,-1.0311086469952844,-0.5985267708431756
-0.3214168679079789,0.06711490856023686,0.13914668414148565,1.4755614912722985,-0.7863041997971468,1.1956373733268215,-0.9961329364054705,-0.056221397501951605,0.18257317456619476,0.22546796947340395,-0.27015964900865747,0.915005135901797,0.9698299038748855,-0.5985267708431756
-0.43525571431700305,-1.4902235042595209,-1.963195783925602,1.4755614912722985,-0.2038836083081255,-1.311870826331834,1.2856318427623934,1.957142797611901,1.8415899946777161,0.4556546712396545,-0.9090001269895931,0.6180614320089723,0.9698299038748855,1.6707690427802393
-0.5490945607260272,-0.39471648282769123,-0.5691291206083893,-0.9949665778297839,1.077441692967722,-1.1725648152396857,-0.9961329364054705,1.3099900206110198,-0.1427242411419467,-0.36321507398293246,-0.07850750561437637,0.2907939598504377,0.9698299038748855,-0.5985267708431756
-0.8906110999530998,-0.6095217811476582,-0.7714936362512101,1.4755614912722985,1.077441692967722,1.6135554066032651,-0.9961329364054705,0.5549784474433249,0.34522188242026547,-0.046564312307300314,-0.46181179240293857,0.7623877996949306,0.9698299038748855,1.6707690427802393
0.9308104425912871,0.9155958369241063,0.8249375427088234,-0.9949665778297839,1.7763464027545472,1.6135554066032651,1.2856318427623934,-0.9190917668364598,-0.37043243213764604,-0.009760368439166786,1.0075213069532147,-1.8152705720493818,-1.0311086469952844,-0.5985267708431756
-0.3214168679079789,0.16377729280422268,0.4876633499707873,-0.9949665778297839,-0.6698200814993425,1.0563313622346744,-0.9961329364054705,-0.9190917668364598,-0.8583785556998582,-0.6023326740655213,0.49644892456846584,-0.4515978602635823,-1.0311086469952844,-0.5985267708431756
-1.2321276391801723,-0.5558204565676657,-0.28806729332669323,1.4755614912722985,1.3104099295633296,-0.19742273759465392,1.2856318427623934,-0.9190917668364598,0.47534084870352217,0.2893527017846251,-0.46181179240293857,0.6960988785999416,-1.0311086469952844,-0.5985267708431756
0.5892939033642146,0.980037426420095,0.7125128117961453,0.2402974567212573,0.7279893380743084,-1.1725648152396857,1.2856318427623934,-0.9190917668364598,0.8006382644116636,1.0780806651895734,0.6242170201646526,-0.47882960074378356,-1.0311086469952844,-0.5985267708431756
-0.7767722535440756,0.421543650788182,0.015479480137538033,0.2402974567212573,1.1939258112655258,1.1956373733268215,0.14474945317846147,0.3033079230540935,-0.11019449957113266,-0.09244320123880902,0.3047967811741848,0.33160221207216467,0.9698299038748855,-0.5985267708431756
